index,X,Y,FID,STTNKEY,STTNID,NHS,LOCATION,CONFIDENCE,COMMENT,LONGITUDE,LATITUDE,STPOSTAL,AADT,YEAR_GEO,FCLASS,STFIPS,CTFIPS,VERSION
1615,-83.41658473428606,42.22694218898146,3267,26829189,829189,1,"I-275 ROMULUS, NB",3, ,-83.416585,42.226942,MI,50853,2001,11,26,163,1
1616,-85.64878373636498,42.97332018967654,3268,26009720,009720,1,EAST OF COLLEGE ST. IN GRAND RAPIDS,3, ,-85.648783,42.97332,MI,0,1999, ,26,81,1
1617,-84.08502973490857,32.26407117970291,3269,13000060,000060,0,"OGLETHORPE; SR 9, S OF SR 26 IN MACON CO",3,"Placed on 49, unclear what is meant by SR9",-84.085029,32.264071,GA,4213,1999,6,13,193,1
1618,-85.58959173630973,42.26644418901834,3270,26390000,390000,7,"M-331 WESTNEDGE 1/2 MI. N. OF CORK ST., SB TOTAL",3, ,-85.589592,42.266445,MI,0,2000, ,26,77,1
1619,-82.507196733439,42.93917518964485,3271,26006450,006450,1,1.0 MILES SOUTHWEST OF RANGE RD.,3, ,-82.507197,42.939175,MI,0,1999, ,26,147,1
1620,-83.44322373431095,42.31495818906346,3272,26829199,829199,1,"I-275 CANTON TWP., N.BD.",2,Location description not specific,-83.443224,42.314958,MI,128084,2001,11,26,163,1
1621,-85.64878373636498,42.97332018967654,3273,26009729,009729,1,EAST OF COLLEGE ST. IN GRAND RAPIDS,3, ,-85.648783,42.97332,MI,0,1999, ,26,81,1
1622,-82.507196733439,42.93917518964485,3274,26006460,006460,1,1.0 MILES SOUTHWEST OF RANGE RD.,3, ,-82.507197,42.939175,MI,0,1999, ,26,147,1
1623,-83.44290873431056,42.30821318905708,3275,26829209,829209,1,I-275 N.BD. @ CHERRY HILL RD.,3, ,-83.442909,42.308213,MI,110842,2001,11,26,163,1
1624,-83.18150073406714,34.176901181484254,3276,13000061,000061,0,"COMER; SR 191 , 1.0 MI NW OF SR 281 IN MADISON CO.",3, ,-83.181501,34.176902,GA,465,1999,7,13,195,1
1625,-85.66123873637655,42.91283018962032,3277,26009730,009730,7,EAST OF DIVISION ST. IN GRAND RAPIDS,3, ,-85.661238,42.91283,MI,0,1999, ,26,81,1
1626,-85.63694673635405,42.11422518887662,3278,26397109,397109,7,US-131 SCHOOLCRAFT N. BD.,3, ,-85.636947,42.114225,MI,18298,2001,2,26,77,1
1627,-83.06379173395747,42.36577418911094,3279,26829419,829419,1,I-94 DETROIT E. BD.  AT BRUSH ST.,3, ,-83.063792,42.365774,MI,124334,2001,11,26,163,1
1628,-85.66123873637655,42.91283018962032,3280,26009740,009740,7,EAST OF DIVISION ST. IN GRAND RAPIDS,3, ,-85.661238,42.91283,MI,0,1999, ,26,81,1
1629,-83.62227473447768,41.478523188284605,3281,39000150,000150,1,"1.4 MI. N. OF SR 582, LOG 21.83, WOOD CO, TOLEDO",3, ,-83.622275,41.478523,OH,0,1999, ,39,173,1
1630,-83.07130373396438,42.33349818908079,3282,26829449,829449,1,"I-75 DETROIT, NORTH BOUND TOTAL VOLUME AT 12TH ST.",3, ,-83.071304,42.333498,MI,0,2001, ,26,163,1
1631,-84.1439637349635,31.114815178632742,3283,13000062,000062,0,PELHAM; SR 3 AT SE CITY LIMITS IN MITCHELL  CO.,3,Not on NHPN,-84.143963,31.114815,GA,6170,1999,2,13,0,1
1632,-85.58729073630775,42.28632318903704,3284,26397400,397400,7,"M-331 PARK ST. @ WALNUT, NB TOTAL",3, ,-85.58729,42.286323,MI,13762,2001,14,26,77,1
1633,-85.66123873637655,42.91283018962032,3285,26009749,009749,7,EAST OF DIVISION ST. IN GRAND RAPIDS,3, ,-85.661238,42.91283,MI,0,1999, ,26,81,1
1634,-84.51405273530821,39.09742318606696,3286,39000151,000151,1,"0.4 MI. E. OF IR 71/IR 75 INTERCHANGE, LOG 0.52",3, ,-84.514053,39.097424,OH,0,1999, ,39,61,1
1635,-83.20850473409212,42.23112918898556,3287,26829469,829469,1,"I-75 DETROIT, N.BD.",1,Location description not specific,-83.208504,42.231129,MI,0,2001, ,26,163,1
1636,-85.6721217363867,42.95325618965797,3288,26009750,009750,7,SOUTH OF WEALTHY ST. IN GRAND RAPIDS,3, ,-85.672122,42.953256,MI,0,1999, ,26,81,1
1637,-84.97880773574094,32.497818179920735,3289,13000063,000063,0,COLUMBUS; 35TH ST BTWN HAMILTON RD AND 11TH,3, ,-84.978808,32.497818,GA,613,1999,19,13,215,1
1638,-85.58959473630989,42.28635018903679,3290,26397410,397410,7,"M-331 WESTNEDGE @ WALNUT, SB TOTAL",3, ,-85.589595,42.28635,MI,15710,2001,14,26,77,1
1639,-83.13791573402659,40.08376818698548,3291,39000153,000153,1,"1.1 MI. S. OF U.S. 33 AT DUBLIN CORP, LOG PT. 16.1",3, ,-83.137916,40.083768,OH,100577,1999,11,39,49,1
1640,-83.13848073402704,42.33200418907921,3292,26829489,829489,1,"I-94 DETROIT, EAST BOUND TOTAL VOLUME AT CENTRAL S",3, ,-83.138481,42.332004,MI,98886,2001,11,26,163,1
1641,-85.6721217363867,42.95325618965797,3293,26009760,009760,7,SOUTH OF WEALTHY ST. IN GRAND RAPIDS,3, ,-85.672122,42.953256,MI,0,1999, ,26,81,1
1642,-83.07934073397193,42.3570351891027,3294,26829499,829499,1,"I-94 @ TRUMBULL, E.BD.",3, ,-83.079341,42.357035,MI,99150,2001,11,26,163,1
1643,-83.41200773428181,33.45897818081561,3295,13000064,000064,7,EATONTON; US 129/441 AT C.L. IN PUTNAM CO.,3, ,-83.412008,33.458978,GA,8161,1999,2,13,237,1
1644,-85.58959173630973,42.26644418901834,3296,26397430,397430,7,"M-331 WESTNEDGE 1/2 MI. N. OF CORK ST., NB TOTAL",3, ,-85.589592,42.266445,MI,26279,2001,14,26,77,1
1645,-85.6721217363867,42.95325618965797,3297,26009769,009769,7,SOUTH OF WEALTHY ST. IN GRAND RAPIDS,3, ,-85.672122,42.953256,MI,0,1999, ,26,81,1
1646,-85.44466273617489,43.49033519015825,3298,26545149,545149,0,"OLD US-131 MORLEY, NORTH BOUND",3, ,-85.444663,43.490335,MI,0,2001, ,26,107,1
1647,-83.94160773477506,43.43760519010908,3299,26009210,009210,1,AT THE SAGINAW RIVER,3, ,-83.941608,43.437605,MI,0,1999, ,26,145,1
1648,-83.16866873405523,39.82145718674138,3300,39000154,000154,1,"1.5 MI. S. OF U.S. 62 & S.R. 3, LOG PT. 1.58",3, ,-83.168668,39.821457,OH,0,2000, ,39,49,1
1649,-83.2126017340961,42.487604189224434,3301,26009810,009810,1,0.5 MILES EAST OF SOUTHFIELD RD.,3, ,-83.212602,42.487604,MI,0,1999, ,26,125,1
1650,-85.48358173621114,43.48980519015758,3302,26545249,545249,7,"US-131 MORLEY, N.BD. TOTAL",3, ,-85.483582,43.489805,MI,0,2000, ,26,107,1
1651,-83.94160773477506,43.43760519010908,3303,26009219,009219,1,I-675 SAGINAW N. BD. AT SAGINAW RIVER.,3, ,-83.941608,43.437605,MI,0,1999, ,26,145,1
1652,-82.01423973297993,33.47670018083226,3304,13000065,000065,0,AUGUSTA; WALTON WAY BTWN MILLEDGE & JOHNS RD,3,Not on NHPN,-82.014239,33.4767,GA,0,1999, ,13,0,1
1653,-83.4996957343635,41.80911818859259,3305,26588169,588169,0,"US-24 ERIE N. BD., N. OF LAKEWOOD RD.",3, ,-83.499695,41.809118,MI,7651,2001,2,26,115,1
1654,-83.2126017340961,42.487604189224434,3306,26009820,009820,1,0.5 MILES EAST OF SOUTHFIELD RD.,3, ,-83.212602,42.487604,MI,0,1999, ,26,125,1
1655,-85.52387873624866,43.7029931903562,3307,26545309,545309,7,"US-131 BIG RAPIDS, N.BD.",3, ,-85.523879,43.702993,MI,14088,2001,12,26,107,1
1656,-83.2126017340961,42.487604189224434,3308,26009829,009829,1,I-696 SOUTHFIELD E. BD. EAST OF SOUTHFIELD RD.,3, ,-83.212602,42.487604,MI,0,1999, ,26,125,1
1657,-83.71306773456217,41.6736451884662,3309,39000538,000538,7,LOG 09.48 1.0 MI W OF IR475,3, ,-83.713068,41.673646,OH,25681,2000,14,39,95,1
1658,-83.88176173471913,30.819343178357247,3310,13000066,000066,7,split starting aug98,1,Poor Location Description,-83.881762,30.819343,GA,4538,1999,2,13,275,1
1659,-85.14552773589634,43.90072619054046,3311,26003180,003180,7,0.1 MILES EAST OF M-66,3, ,-85.145528,43.900726,MI,0,1999, ,26,133,1
1660,-83.45640773432318,41.8016621885855,3312,26588249,588249,1,"I-75 LUNA PIER, N. BD. SOUTH OF LUNA PIER RD.",3, ,-83.456408,41.801662,MI,52511,2001,1,26,115,1
1661,-83.34290373421747,39.9594631868697,3313,39000155,000155,1,"0.1 MI. E. OF S.R. 29, LOG PT. 10.33",3, ,-83.342904,39.959463,OH,53271,1999,1,39,97,1
1662,-83.9483447347813,43.43685919010846,3314,26009239,009239,7,EAST OF MICHIGAN AVE,3, ,-83.948345,43.43686,MI,0,1999, ,26,145,1
1663,-83.20230073408646,42.44354618918328,3315,26009830,009830,7,AT EIGHT MILE RD. OVERPASS IN DETROIT,3, ,-83.202301,42.443547,MI,0,1999, ,26,163,1
1664,-82.76077173367524,39.8383841867569,3316,39000539,000539,7,LOG 02.30 S. OF HILL-DILEY ROAD,3, ,-82.760772,39.838385,OH,35235,2000,2,39,45,1
1665,-85.14552773589634,43.90072619054046,3317,26003189,003189,7,0.1 MILES EAST OF M-66,3, ,-85.145528,43.900726,MI,0,1999, ,26,133,1
1666,-83.35488473422849,38.58654618559114,3318,21000521,000521,7,"MP 28, W OF VANCEBURG",2,No Mileposts Info Here,-83.354885,38.586547,KY,2909,2000,2,21,135,1
1667,-85.03895073579699,33.03868818042434,3319,13000068,000068,0,LAGRANGE; VERNON ST BTWN BOULEVARD AND ALFORD ST,3, ,-85.03895,33.038688,GA,15655,1999,14,13,285,1
1668,-83.44641573431387,41.81379918859676,3320,26588269,588269,1,"I-75 LUNA PIER, NB NORTH OF LUNA PIER RD.",3, ,-83.446416,41.813799,MI,0,2001, ,26,115,1
1669,-85.14755973589801,43.90214619054182,3321,26003210,003210,0,0.1 MILES NORTH OF US-10,3, ,-85.14756,43.902147,MI,0,1999, ,26,133,1
1670,-83.20230073408646,42.44354618918328,3322,26009840,009840,7,AT EIGHT MILE RD. OVERPASS IN DETROIT,3, ,-83.202301,42.443547,MI,0,1999, ,26,163,1
1671,-84.47529773527208,42.73432018945413,3323,26009289,009289,0,"COLLINGSWOOD EAST LANSING, NORTH BD VOL N OF M-43",3,Not on NHPN,-84.475298,42.73432,MI,0,1999, ,26,0,1
1672,-82.55891473348743,39.651751186583176,3324,39000542,000542,7,LOG 22.33 3.3 MI W OF FAIRFIELD CO LINE LANCASTER,2,Poor Location Description,-82.558915,39.651751,OH,21153,2000,2,39,45,1
1673,-84.40141173520327,39.28758718624408,3325,39000157,000157,1,"0.34 MI. W. OF US42, LOG 28.00, CINCINNATI",3, ,-84.401412,39.287587,OH,112756,2000,11,39,61,1
1674,-83.35488473422849,38.5865471855912,3326,21000523,000523,7,"MP 28.000, W OF VANCEBURG",1,Rt 546 could also be S9,-83.354884,38.586547,KY,0,1999, ,21,135,1
1675,-85.14755973589801,43.90214619054182,3327,26003220,003220,0,0.1 MILES NORTH OF US-10,3, ,-85.14756,43.902147,MI,0,1999, ,26,133,1
1676,-83.20230073408646,42.44354618918328,3328,26009849,009849,7,AT EIGHT MILE RD. OVERPASS IN DETROIT,3, ,-83.202301,42.443547,MI,0,1999, ,26,163,1
1677,-83.35488973422865,38.58654418559114,3329,21000525,000525,7,"MP 28, W OF VANCEBURG",2,No Mileposts on LRS here,-83.35489,38.586544,KY,2799,2000,2,21,135,1
1678,-83.55503473441507,41.65474618844865,3330,39000158,000158,1,"AT COLLINGWOOD BLVD, LOG 2.80",3, ,-83.555035,41.654746,OH,63986,2000,11,39,95,1
1679,-85.58127773630207,42.294446189044606,3331,26009309,009309,7,"BUSINESS LOOP, NORTH OF M-43 IN KALAMAZOO",3, ,-85.581277,42.294446,MI,0,1999, ,26,77,1
1680,-82.90255773380727,40.04859118695276,3332,39000701,000701,1,"0.6 MI S. OF MORSE RD.,  LOG PT. 31.70,  COLUMBUS",3, ,-82.902558,40.048591,OH,0,1999, ,39,49,1
1681,-85.0254357357843,33.03504718042097,3333,13000069,000069,0,LAGRANGE; E DEPOT ST. BTWN UNION ST AND KEYES ST,3,Not on NHPN,-85.025435,33.035048,GA,2141,1999,17,13,0,1
1682,-83.49557173435953,41.807761188590966,3334,26588369,588369,0,"US-24,M-125 CONNECTOR ERIE E. BD., E. OF US-24",3, ,-83.495572,41.807761,MI,0,2001, ,26,115,1
1683,-82.63942573356229,39.082157186052655,3335,39000703,000703,7,"0.9 MI W. OF SR 93,   LOG PT. 10.57,      JACKSON",3, ,-82.639425,39.082158,OH,11497,1999,2,39,79,1
1684,-83.94606673477915,43.4888341901568,3336,26009330,009330,1,AT MICHIGAN AVENUE IN SAGINAW,3, ,-83.946066,43.488834,MI,0,1999, ,26,145,1
1685,-82.17987273313422,40.89545318774151,3337,39000159,000159,1,"4.9 MI. N. OF US 250, LOG 12.80",3, ,-82.179872,40.895453,OH,41247,2000,1,39,5,1
1686,-85.14755973589801,43.90214619054182,3338,26003229,003229,0,"M-66 SEARS, NORTH BOUND VOLUME NORTH OF US-10",3, ,-85.14756,43.902147,MI,0,1999, ,26,133,1
1687,-83.35488973422865,38.58654418559114,3339,21000527,000527,7,"MP 28.000, W OF VANCEBURG",1,Rt 546 is also called S9?,-83.35489,38.586544,KY,0,1999, ,21,135,1
1688,-83.69821673454835,41.797633188581685,3340,26008700,008700,2,0.5 MILES WEST OF US-23 INTERCHANGE,3, ,-83.698217,41.797633,MI,0,1999, ,26,115,1
1689,-84.42032673522085,39.25369718621254,3341,39000704,000704,0,"0.1 MI E. OF US 42,   LOG PT. 14.16,   CINCINNATI",3,Not on NHPN,-84.420327,39.253698,OH,35778,2000,12,39,0,1
1690,-83.94606673477915,43.4888341901568,3342,26009340,009340,1,AT MICHIGAN AVENUE IN SAGINAW,3, ,-83.946066,43.488834,MI,0,1999, ,26,145,1
1691,-84.69878373548022,38.03095418507359,3343,21000533,000533,7,"MP 69.608, WOODFORD CO., BGP, 1.5 MI W OF US 60",3, ,-84.698784,38.030954,KY,9344,2000,2,21,239,1
1692,-82.0357517330001,41.508408188312494,3344,39000014,000014,0,"0.6 MI. E. OF SR 83, LOG 19.13, AVON LAKE",3, ,-82.035752,41.508409,OH,0,1999, ,39,93,1
1693,-84.77600073555203,43.85292019049581,3345,26003230,003230,2,AT THE TOURIST INFORMATION CENTER,3, ,-84.776001,43.85292,MI,0,1999, ,26,35,1
1694,-83.69821673454835,41.797633188581685,3346,26008709,008709,2,"US-223 DUNDEE, EAST BOUND TOTAL, WEST OF US-23",3, ,-83.698217,41.797633,MI,0,1999, ,26,115,1
1695,-84.32957973513635,32.89645518029199,3347,13000070,000070,0,THOMASTON; POPLAR DR BTWN OAK AND NOTTINGHAM ST,3,Not on NHPN,-84.32958,32.896456,GA,637,1999,17,13,0,1
1696,-83.5011387343647,41.80637318858981,3348,26588429,588429,0,"US-24 ERIE N. BD., S. OF LAKEWOOD RD.",3, ,-83.501139,41.806373,MI,0,2001, ,26,115,1
1697,-82.2475947331975,39.758016186682255,3349,39000026,000026,0,"4.3 MI. W. OF SR 93, LOG 18.05, NEW LEXINGTON",3, ,-82.247595,39.758016,OH,5036,2000,14,39,127,1
1698,-84.69878573548021,38.03095418507359,3350,21000537,000537,7,"MP 69.608, WOODFORD CO., BGP, 1.5 MI W OF US 60",3, ,-84.698786,38.030954,KY,9471,2000,2,21,239,1
1699,-82.08280873304396,41.43271918824199,3351,39000706,000706,1,"0.8 MI.W. OF SR 301, LOG 12.20",3,S2 is also known as I90,-82.082809,41.432719,OH,10754,2000,2,39,93,1
1700,-83.94606473477916,43.4888341901568,3352,26009349,009349,1,I-675 SAGINAW N. BD. AT MICHIGAN AVE.,3, ,-83.946065,43.488835,MI,0,1999, ,26,145,1
1701,-84.52263073531604,42.72452318944482,3353,26009010,009010,1,AT THE CLEMENS ST.(AURELIUS RD) OVERPASS,3, ,-84.52263,42.724523,MI,0,1999, ,26,65,1
1702,-84.77600073555203,43.85292019049581,3354,26003240,003240,2,AT THE TOURIST INFORMATION CENTER,3, ,-84.776001,43.85292,MI,0,1999, ,26,35,1
1703,-83.61072273446689,33.77384518110904,3355,13000071,000071,0,GOOD HOPE; CR 433 S OF CR 308 IN WALTON CO.,1,Close to Good Hope/Not on NHPN/Unable to find either CR,-83.610723,33.773845,GA,562,1999,8,13,0,1
1704,-82.61214073353699,39.021511185996125,3356,39000028,000028,0,"0.4 MI. S. OF FOUR-MILE RD, LOG 13.90, JACKSON",3,Four-Mile Rd on Streets is called Franklin Valley Rd,-82.612141,39.021512,OH,6938,2000,6,39,79,1
1705,-84.86609173563603,42.282992189033735,3357,26007150,007150,1,7.0 MILES EAST OF I-69,3, ,-84.866092,42.282993,MI,0,1999, ,26,25,1
1706,-85.22450073596974,37.88257618493548,3358,21000543,000543,7,"MP 37.6, BLOOMFIELD, 4.3 MI E OF KY55",3, ,-85.224501,37.882576,KY,4536,2000,2,21,179,1
1707,-82.68727173360678,39.949005186859885,3359,39000707,000707,1,"0.25 MI W. OF SR 310,   LOG PT. 3.61,        ETNA",3, ,-82.687272,39.949006,OH,30825,1999,1,39,89,1
1708,-83.06379173395747,42.36577418911094,3360,26009400,009400,1,AT BRUSH STREET OVERPASS IN DETROIT,3, ,-83.063792,42.365774,MI,0,1999, ,26,163,1
1709,-83.00667973390425,41.31832518813536,3361,39000030,000030,7,"2.5 MI. E. OF SR 19, LOG 24.43, FREMONT",3, ,-83.00668,41.318325,OH,0,1999, ,39,143,1
1710,-85.22448973596988,37.88257718493559,3362,21000547,000547,7,"MP 37.6, BLOOMFIELD, 4.3 MI E OF KY55",3, ,-85.22449,37.882577,KY,4632,2000,2,21,179,1
1711,-85.67766373639176,42.898317189606814,3363,26005069,005069,7,"US-131 WYOMING, NORTH BD. VOLUME",3, ,-85.677663,42.898317,MI,0,1999, ,26,81,1
1712,-83.11854273400843,39.998568186906255,3364,39000708,000708,1,"AT ROBERTS ROAD INT.,   LOG PT. 9.82,    COLUMBUS",3, ,-83.118542,39.998568,OH,63445,2000,11,39,49,1
1713,-83.06379173395747,42.36577418911094,3365,26009410,009410,1,AT BRUSH STREET OVERPASS IN DETROIT,3, ,-83.063792,42.365774,MI,0,1999, ,26,163,1
1714,-84.77600073555203,43.85292019049581,3366,26003249,003249,2,"US-10, US-27 CLARE, SOUTH BD. TOTAL AT T.I.C.",3, ,-84.776001,43.85292,MI,0,1999, ,26,35,1
1715,-84.52263073531604,42.72452318944482,3367,26009020,009020,1,AT THE CLEMENS ST.(AURELIUS RD) OVERPASS,3, ,-84.52263,42.724523,MI,0,1999, ,26,65,1
1716,-83.7768007346214,39.455197186400135,3368,39000038,000038,0,"0.4 MI. E. OF SR 73, LOG 11.90, WILMINGTON",3, ,-83.776801,39.455198,OH,0,2000, ,39,27,1
1717,-84.86609173563603,42.282992189033735,3369,26007160,007160,1,7.0 MILES EAST OF I-69,3, ,-84.866092,42.282993,MI,0,1999, ,26,25,1
1718,-84.80835973558237,38.16611018519973,3370,21000603,000603,7,"MP .2, EAST OF WOODFORD/FRANKLIN COUNTY LINE",2,Hwy appears to go N-S here not E-W,-84.80836,38.16611,KY,7478,2000,2,21,73,1
1719,-82.35336573329597,31.211266178722376,3371,13000072,000072,3,WAYCROSS; US 1/23 0.2 MI SE OF US 84 IN WARE CO.,3, ,-82.353366,31.211266,GA,19512,1999,14,13,299,1
1720,-85.40683173613952,42.88525618959465,3372,26005070,005070,0,"CASCADE RD., 1.2 MILES EAST OF SNOW AVE.",3,Not on NHPN,-85.406832,42.885257,MI,0,1999, ,26,0,1
1721,-83.06379173395747,42.36577418911094,3373,26009419,009419,1,AT BRUSH STREET OVERPASS IN DETROIT,3, ,-83.063792,42.365774,MI,0,1999, ,26,163,1
1722,-83.87715973471495,38.8621901858479,3374,39000710,000710,0,"0.3 MI N. OF SR 125,  LOG PT. 21.70,   GEORGETOWN",3, ,-83.877159,38.86219,OH,5886,2000,6,39,15,1
1723,-83.59894273445589,39.93233418684446,3375,39000041,000041,1,"0.7 MI. E. OF SR 54, LOG 25.81, SUMMERFORD",3, ,-83.598943,39.932335,OH,0,1999, ,39,23,1
1724,-84.80835573558235,38.166103185199454,3376,21000607,000607,7,"MP .2, EAST OF WOODFORD/FRANKLIN COUNTY LINE",2,Hwy appears to go N-S here not E-W,-84.808356,38.166103,KY,7590,2000,2,21,73,1
1725,-85.40683173613952,42.88525618959465,3377,26005080,005080,0,"CASCADE RD., 1.2 MILES EAST OF SNOW AVE.",3,Not on NHPN,-85.406832,42.885257,MI,0,1999, ,26,0,1
1726,-83.07129973396444,42.33349918908089,3378,26009430,009430,1,AT 12TH STREET OVERPASS IN DETROIT,3, ,-83.0713,42.333499,MI,0,1999, ,26,163,1
1727,-83.99998973482934,39.82462118674436,3379,39000711,000711,1,"IR 675 OVER YELLOW SPRING-FAIRBORN RD, LOG PT. 16.",3, ,-83.99999,39.824621,OH,21501,1999,11,39,57,1
1728,-83.44691673431427,44.967411191533806,3380,26004010,004010,7,3.0 MILES SOUTH OF ALPENA CITY LIMIT,3, ,-83.446916,44.967411,MI,0,1999, ,26,7,1
1729,-84.52263073531604,42.72452318944482,3381,26009029,009029,1,AT THE CLEMENS ST.(AURELIUS RD) OVERPASS,3, ,-84.52263,42.724523,MI,0,1999, ,26,65,1
1730,-83.07129973396444,42.33349918908089,3382,26009440,009440,1,AT 12TH STREET OVERPASS IN DETROIT,3, ,-83.0713,42.333499,MI,0,1999, ,26,163,1
1731,-82.30267473324875,41.40372618821494,3383,39000712,000712,7,"2.3 MIL. E. OF ERIE CO. LINE, LOG 02.3, VERMILLION",3, ,-82.302675,41.403726,OH,0,2000, ,39,93,1
1732,-84.16377373498193,40.58817118745539,3384,39000050,000050,1,"0.2 MI. N. OF SR 67, LOG 7.50, WAPAKONETA",3, ,-84.163774,40.588171,OH,37762,2000,1,39,11,1
1733,-84.63070273541676,38.92782918590894,3385,21000631,000631,1,"MP 176.1, BOONE CO NB, BETWEEN KY338 & MT ZION RD",3, ,-84.630703,38.927829,KY,47863,2000,11,21,15,1
1734,-85.40683173613952,42.88525618959465,3386,26005089,005089,0,"CASCADE RD., 1.2 MILES EAST OF SNOW AVE.",3,Not on NHPN,-85.406832,42.885257,MI,0,1999, ,26,0,1
1735,-83.07130373396438,42.33349818908079,3387,26009449,009449,1,"I-75 DETROIT, NORTH BOUND TOTAL VOLUME AT 12TH ST.",3, ,-83.071304,42.333498,MI,0,1999, ,26,163,1
1736,-84.63070273541676,38.92782918590894,3388,21000645,000645,1,"MP 176.1, BOONE CO SB, BETWEEN KY338 & MT ZION RD",3, ,-84.630703,38.927829,KY,53016,2000,11,21,15,1
1737,-84.83993773561177,43.29235518997376,3389,26005090,005090,0,"WASHINGTON RD., 13 MILES WEST OF US-27",3,Not on NHPN,-84.839938,43.292356,MI,0,1999, ,26,0,1
1738,-83.78511673462937,40.40213418728207,3390,39000714,000714,7,"2.6 MI W. OF SR 47,  LOG PT. 19.87, BELLEFONTAINE",3, ,-83.785116,40.402135,OH,7959,2000,2,39,91,1
1739,-83.13848073402704,42.33200418907921,3391,26009470,009470,1,AT CENTRAL STREET OVERPASS IN DETROIT,3, ,-83.138481,42.332004,MI,0,1999, ,26,163,1
1740,-83.44691673431427,44.967411191533806,3392,26004020,004020,7,3.0 MILES SOUTH OF ALPENA CITY LIMIT,3, ,-83.446916,44.967411,MI,0,1999, ,26,7,1
1741,-84.50776673530228,42.74921018946792,3393,26009030,009030,2,0.5 MILES NORTH OF GRAND RIVER AVE.,3, ,-84.507767,42.749211,MI,0,1999, ,26,65,1
1742,-83.43094673429925,40.42505718730342,3394,39000053,000053,0,"2.0 MI. N. OF SR 47, LOG 13.86, MARYSVILLE",3, ,-83.430947,40.425057,OH,3983,2000,6,39,159,1
1743,-84.60539273539315,37.78936818484864,3395,21000651,000651,7,"MP 1.6, 1.7 MILES SOUTH OF KY1268 EAST",3, ,-84.605393,37.789368,KY,10220,2000,2,21,113,1
1744,-84.8399407356116,43.2921511899736,3396,26005100,005100,0,"WASHINGTON RD., 13 MILES WEST OF US-27",3,Not on NHPN,-84.839941,43.292152,MI,0,1999, ,26,0,1
1745,-83.13848073402704,42.33200418907921,3397,26009480,009480,1,AT CENTRAL STREET OVERPASS IN DETROIT,3, ,-83.138481,42.332004,MI,0,1999, ,26,163,1
1746,-82.23350773318425,39.2117381861733,3398,39000054,000054,3,"0.2 MI. E. OF SR 32, LOG 2.01, ATHENS",3, ,-82.233507,39.211739,OH,6961,2000,2,39,9,1
1747,-83.89078773472777,39.503265186444985,3399,39000715,000715,1,"2.64 MI. S. OF US 68, LOG 5.93, HARVEYSBURG",3, ,-83.890788,39.503266,OH,34494,2000,1,39,27,1
1748,-84.86609173563603,42.282992189033735,3400,26007169,007169,1,7.0 MILES EAST OF I-69,3, ,-84.866092,42.282993,MI,0,1999, ,26,25,1
1749,-82.80870773371994,32.98163218037126,3401,13000073,000073,0,SANDERSVILLE; SMITH ST BTWN E CHURCH AND HAYNES ST,3,Not on NHPN,-82.808707,32.981632,GA,0,1999, ,13,0,1
1750,-84.60539273539315,37.78936718484867,3402,21000655,000655,7,"MP 1.6, 1.7 MILES SOUTH OF KY1268 EAST",3, ,-84.605393,37.789368,KY,10235,2000,2,21,113,1
1751,-84.83993773561177,43.29235518997376,3403,26005109,005109,0,"WASHINGTON RD., 13 MILES WEST OF US-27",3,Not on NHPN,-84.839938,43.292356,MI,0,1999, ,26,0,1
1752,-84.50776673530228,42.74921018946792,3404,26009040,009040,2,0.5 MILES NORTH OF GRAND RIVER AVE.,3, ,-84.507767,42.749211,MI,0,1999, ,26,65,1
1753,-83.13848073402704,42.33200418907921,3405,26009489,009489,1,AT CENTRAL STREET OVERPASS IN DETROIT,3, ,-83.138481,42.332004,MI,0,1999, ,26,163,1
1754,-84.34312773514895,40.29160318717924,3406,39000056,000056,0,"1.6 MI. E. OF SR 66, LOG 5.54, SIDNEY",3,Not on NHPN,-84.343128,40.291603,OH,4177,2000,7,39,0,1
1755,-82.08204773304328,39.335438186288734,3407,39000716,000716,7,"S. OF STATE STREET OVERPASS, LOG PT. 15.55, ATHENS",3, ,-82.082048,39.335438,OH,9445,2000,12,39,9,1
1756,-83.44132373430922,45.05280419161336,3408,26004029,004029,7,"US-23 ALPENA, N. BD.",3, ,-83.441324,45.052804,MI,0,1999, ,26,7,1
1757,-85.4434147361737,43.5477611902116,3409,26005130,005130,0,"OLD US-131, 0.5 MILES NORTH OF 5 MILE RD.",3, ,-85.443415,43.547761,MI,0,1999, ,26,107,1
1758,-85.01418373577388,43.927595190565405,3410,26003010,003010,7,7.0 MILES NORTHWEST OF U.S.-10,3, ,-85.014183,43.927595,MI,0,1999, ,26,35,1
1759,-85.21649873596236,42.29772118904752,3411,26009490,009490,7,COLUMBIA RD. WEST OF LAVISTA IN BATTLE CREEK,3, ,-85.216499,42.297721,MI,0,1999, ,26,25,1
1760,-82.1040897330638,41.16825518799567,3412,39000058,000058,7,"1.0 MI. E. OF SR 301, LOG 12.40, WELLINGTON",3, ,-82.104089,41.168255,OH,0,2000, ,39,93,1
1761,-84.79569773557036,37.62386918469457,3413,21000661,000661,7,"MP 1.5, BTW KY34 AND KY37",3, ,-84.795697,37.623869,KY,11764,2000,14,21,21,1
1762,-83.63977073449394,41.28042518810014,3414,39000717,000717,1,"5.0 MI. S. OF US 6, LOG 8.0, CYGNET",3, ,-83.639771,41.280425,OH,22169,2000,11,39,173,1
